2.857074477976369042e-01,1.617623699060520837e-01,7.100854889031515960e-01,2.237890365728100184e-01,1.801398842895454155e-01,4.649451903997223745e-01,2.057469596663761280e-01,9.284146659681637992e-01,6.576219266347105297e-01,7.793104133432786629e-01,3.009072980432350164e-01,9.344442376287497298e-01,5.123313223603465083e-01,9.668568169232716336e-02,5.536497639084333455e-01,3.203456010112178953e-01,4.338672407227170957e-01,8.464948052312761817e-01,2.806815444748085309e-01,1.315382699483269580e-01,4.395709881858189672e-02,8.655946175039159751e-01,3.660734402856283820e-01,6.398045629509215848e-01,8.143556238321341123e-01,9.790479199495405460e-01,8.111339829910213517e-01,4.762980338111888479e-02,8.172086241354087344e-01,5.130886838380190884e-01,4.163363679648767190e-01,2.333541809289916280e-01,7.110211593987412204e-01,9.406536003214410746e-01,2.458301428371416630e-01,3.663387538479397909e-01,7.292191497593677463e-01,9.497452191401889454e-02,7.886003348104788646e-01,1.628775387328669222e-01,8.009255066571681070e-01,5.565611699238550703e-01,4.894472143662218500e-01,7.274953109237715099e-01,3.447968527326421562e-01,6.966928409811183887e-01,1.309449119937007300e-01,6.276331700782527001e-01,7.904707555863215163e-01,5.604944511923501960e-01,7.931116086101579477e-01,3.211153558974653155e-01,1.596301155277116690e-01,4.976277190682582008e-01,5.193889315226173364e-01,3.209665066345337436e-01,6.340420668044232100e-01,7.709315388552304693e-01,4.309445329625931631e-01,2.214251576307441072e-01,1.774082311790531330e-01,1.501156425269613015e-01,4.493630135840083195e-01,5.528031808394475721e-01
1.259547394893986150e-01,4.317780075248837113e-01,2.548060736197168552e-01,2.671458810716371701e-01,8.129520652833671646e-01,2.283739497086195724e-01,8.169453020448215197e-01,5.503082313407005044e-01,1.603287598446697659e-01,6.766818711269427800e-01,3.824009664229317540e-01,9.206248350749646203e-01,2.403291561202109961e-01,9.694323480180800923e-01,6.991475539809725026e-01,4.384722869501791465e-01,8.202029639491221769e-01,6.501852957359786078e-01,8.581670780331976944e-01,7.909791406601940356e-02,3.276539470563526457e-01,7.736178103824885577e-01,6.504113693282964626e-03,1.093633508571922874e-01,8.383531506919564835e-01,8.983197743772670663e-01,7.635420846620583069e-01,5.027280131343895286e-01,8.675532236917494755e-01,3.319611719435492381e-01,5.423428982859672676e-01,7.845030790209758242e-01,7.813567572205913914e-01,2.649736920188883182e-02,5.768553045042256189e-01,7.382734458654003351e-01,1.359103479942946890e-01,1.110682857873113161e-01,8.154588484440498108e-01,7.835007835703367007e-01,1.282448316704060121e-01,9.434257462580427633e-01,2.161647463308453698e-01,8.861488250050714166e-01,7.063782410145731383e-01,3.293190396266112430e-01,5.109607676510864449e-01,5.529424812123757693e-01,6.356634105149647773e-01,7.260654134373059065e-01,1.735006225138002733e-03,3.358883166474377902e-01,1.956741658516805149e-01,8.033657875858202235e-02,4.726784765456621962e-01,9.422818176829110826e-01,6.377602473510185499e-01,4.063081532387435857e-02,7.584794938404055831e-01,7.129287178384383639e-01,6.148842285516531447e-01,6.777165896489073527e-01,5.879231121040940922e-01,4.072818264161907065e-01
1.791114747549917841e-01,4.845813598811548051e-01,8.534685124803842449e-01,4.567657171767237623e-01,4.943274988226121769e-01,9.027025823068667298e-01,9.521609323196220664e-01,4.716384461456971655e-01,2.046892220266484097e-01,4.466732030806526144e-01,6.889844525756773086e-01,8.069080877407849295e-01,8.218868013454820876e-01,8.492487666182871875e-01,6.079832836063816526e-01,2.774387411588600250e-01,5.136460199826938799e-01,6.850650542081081484e-01,8.080350577364375786e-01,1.272075022731311567e-02,4.611348657289274788e-01,2.915068302831270719e-01,2.310770722862276472e-02,1.677493469172769425e-01,4.526810335684239295e-02,4.989253518940670595e-01,5.982573032143201353e-02,4.751352732749788421e-01,8.357735339214085180e-01,6.866209106385112726e-01,7.331012345288663301e-01,6.504919602168460768e-01,2.941195419692141932e-01,1.873722176769809789e-01,1.854233747220824791e-01,2.530958608096207652e-01,4.273477785411813334e-01,8.729355444609850911e-01,4.752851529536101793e-01,9.602532289273407740e-01,4.286189856977280499e-01,4.953075178532031497e-01,5.217085082218516634e-01,6.291410383445764642e-01,4.899831500478007973e-01,2.603310431854390927e-01,8.672770549181154642e-01,3.077799244247664268e-01,9.693497905374084400e-01,8.935728008638716968e-01,6.614576564130909553e-01,7.732134232145726482e-02,6.960497452287817133e-02,3.534848521463218596e-01,7.006764179072123566e-01,2.156465780710568048e-01,8.387561314122405909e-01,4.759975070213250392e-01,7.685572813977791240e-01,8.327425179493112006e-01,1.933962880455146749e-01,7.214481195842220584e-01,5.638939455448099825e-01,1.061781972776512095e-01
6.196686815245542324e-01,8.989067208719447866e-01,6.447371384087053903e-01,8.198610593216557607e-01,4.034587380657331801e-01,1.696682709538497313e-01,7.998957380748825674e-01,5.198150304085424889e-01,9.775091511864315574e-01,4.812919136501285777e-01,8.110038853191077202e-01,9.933698400788428806e-01,8.376796586075118123e-01,9.873865382567604820e-01,2.280319317280921076e-01,2.039537619083693354e-01,6.118459847438160182e-01,7.483269530252287804e-01,6.429833459839519039e-01,7.071940039782823595e-01,3.236070241068045306e-02,7.797128316322018415e-01,7.831589631815927266e-01,9.279345511629705223e-01,8.725203788762628809e-01,9.443692404726613532e-01,3.550782361721241953e-01,7.524846855172888649e-01,1.153284461251248283e-01,9.327232357171563182e-01,3.283487413153007850e-02,8.097563487263806925e-01,9.627555103060249087e-01,1.690697107212755235e-01,8.282874573249238148e-01,7.088062093062388325e-01,3.289952463042575825e-01,3.681038105589468090e-01,1.526343885914209775e-01,6.400994897595827515e-01,7.642266304337409499e-01,9.196401514127150456e-02,9.494125458478742674e-01,1.692245845134852100e-01,6.230380364068435206e-01,8.697694552811038315e-01,3.618743430751560908e-01,2.942352031964350356e-01,9.493493675912259011e-01,6.257778003142653311e-01,8.743906814132534899e-01,4.872791160654620368e-01,6.927922066891656350e-01,3.523847002541307116e-01,7.533309459010124609e-01,7.082346956726818243e-01,9.352307647040052352e-01,1.161532631791202252e-01,3.009965536615001325e-01,4.843113208798344171e-01,4.422526729495311892e-01,9.071327599158367505e-01,6.324272378528295047e-02,2.002351143844893766e-01
8.655761176187690698e-01,6.243474329953482282e-01,1.393605778130777573e-01,7.627468857261304747e-01,8.863088312580662542e-01,4.141454289116068832e-01,1.863553883098024722e-01,9.020711088142118195e-01,5.153164487232470004e-01,6.701508100443454019e-01,2.615534976859590355e-01,1.351028571314856208e-01,1.452152508385269325e-01,5.703755138301832561e-01,6.190761970810043646e-02,5.917008158483696434e-01,7.350088285702554014e-01,4.257039960255659672e-02,5.337015205576426391e-01,8.834022120883721074e-01,4.721772266534441931e-01,2.329845613443239927e-01,9.875509059081760688e-01,4.033372523378461194e-01,4.018083010602592209e-01,4.537281197534481780e-01,6.037597825997533807e-01,9.766016543853014431e-01,5.061190227337158953e-01,1.751435597479797934e-01,9.111172892018258862e-01,5.840067717906571865e-02,8.711800024265461406e-01,4.625441026614294238e-01,8.553384493615002748e-01,3.350148975652743610e-01,9.406438587021992426e-02,3.615617243121952429e-01,4.298712746737151091e-01,7.089100482678654114e-01,7.285726323754242451e-01,1.119698079669874113e-01,9.900636594517495670e-01,2.712118377782943845e-01,7.071699645091561459e-01,6.283799593338448286e-01,7.079009246189181814e-01,2.733896776043504007e-01,2.087474011678808195e-01,4.907384690909705194e-01,1.688338644037773451e-01,8.998237847538338441e-01,1.403510909085492475e-01,3.793295356606031232e-01,8.341528136889294620e-01,4.935565038877680610e-01,4.127936110590040286e-01,9.291120482564606542e-01,8.115868340543896942e-03,5.245567359545144637e-02,3.001744500578431563e-01,4.291666606370467818e-01,9.604183006426769698e-01,4.098667711416463799e-01
6.711110219741870386e-01,4.734385596845609445e-01,6.837646073375950317e-01,1.572207690234155297e-01,9.677900437241487852e-01,2.000437136040092989e-01,2.881896766088825057e-01,3.901093235086390276e-01,1.604379112143309305e-01,1.078651306851742264e-01,7.601459995351889098e-03,5.255738573883479425e-01,6.613664610842823199e-01,2.291011634801259911e-01,4.441143898980347560e-01,2.903013174354672765e-01,2.167317534140845714e-01,4.860376941366728598e-02,2.188927158209371671e-01,3.884040970532554038e-02,1.500883519180244985e-01,9.156636030687759220e-01,8.824262336582758826e-01,2.390638484733335067e-01,1.829371668474127910e-01,3.212397593248241812e-01,5.782783618961007122e-03,4.535580395521446873e-01,1.267447202248336291e-01,8.837960313887106567e-01,2.469218253567396770e-01,8.412627259006033587e-01,7.253101250202225181e-01,8.827778632708351836e-01,1.134232127497940557e-01,4.480005870891518027e-01,5.574943944343763169e-01,7.218926973726745855e-01,1.104331954140909122e-01,9.546312852374153612e-01,1.308040759871621495e-01,3.161810519925486451e-01,8.983523068182196480e-01,3.008135003154813747e-01,9.380076572833482285e-01,7.891390812487042439e-01,9.384276684339307728e-01,9.420570404458707969e-01,5.836054808285306983e-01,1.286430796650779307e-01,3.188372187122610057e-01,7.024986407047663084e-01,5.584069513426559439e-02,9.421768854313372632e-01,6.623027279882931495e-02,1.430963745869962001e-02,5.924697147049846624e-01,4.121138443369312121e-01,8.143754449648124005e-01,9.675139197006639158e-01,3.399822698100046781e-01,7.913381003090855792e-01,1.351600126620536857e-01,5.677045864460483759e-02
9.436885647109151121e-01,5.356099298797154518e-01,5.020060976068756453e-01,4.320570495754274543e-01,4.675649376259188861e-01,7.890736335815129454e-02,9.614854829082079002e-01,7.197508094994511385e-01,3.265401963561312959e-01,3.486890810776778205e-01,6.757483711376330859e-01,5.177081195598561836e-01,9.943189910967265011e-02,7.371306845884499914e-01,4.591957494462483025e-01,4.616278907989331826e-01,8.752944151834600728e-01,3.311919472694091482e-02,3.995505542357875584e-01,3.552387778837119425e-01,8.877868961902241063e-01,5.872258590177370507e-03,9.182578165742283360e-01,2.133103144122788786e-01,6.104202369844036191e-01,7.733904703228637878e-01,8.498465284589462598e-02,4.177164936110038251e-01,3.301429725404595450e-01,4.872528052691859068e-01,1.275752629245633374e-01,2.634947048352274113e-01,3.719531435129489472e-01,6.947282974715263126e-01,2.780787406728157940e-03,1.562005308647140822e-02,9.467270394482371065e-01,7.816939402512754764e-01,7.565117170509728650e-01,2.859683522639639985e-01,5.475892992322967112e-01,8.391748069731141957e-02,7.659257243484071109e-01,3.710791266173251168e-01,9.425991787684984136e-02,4.511946608454688867e-01,2.225175032266648589e-01,9.595114822260841780e-02,9.361339844829372758e-01,9.993782111437055082e-01,1.473268110423460175e-01,3.782716721721630648e-01,2.353011010380843260e-01,1.297417147479981159e-01,1.279685967130397284e-01,1.127020356976921045e-01,6.882353240049906562e-01,6.214970190660068505e-01,1.472899445542773522e-01,2.892165789184885094e-01,4.947889279313100186e-01,6.019518548040281303e-02,9.302210765361134115e-01,6.519519760773173633e-02
5.864113931788027534e-01,3.113331850162343040e-01,3.728043996946277527e-01,3.273391659056684722e-01,7.544791374813056839e-01,8.051697514776273712e-01,6.590174098307741701e-01,3.577616924922516484e-01,4.513153704507221198e-01,3.241328703062578143e-01,9.616673741173855650e-01,9.521347958256556332e-01,2.367105080019135110e-01,2.269738234442433278e-01,9.784904395894734597e-01,1.255421975464311446e-01,3.455277577038837755e-01,1.697532275149246095e-01,3.705199181100741201e-01,7.527545184337611772e-01,4.303573958589734794e-02,4.163527805609461563e-01,2.427268128963511185e-02,2.062092549332914526e-01,1.699351595341391796e-01,5.799084660255682255e-01,8.003813569981944598e-01,8.077168380867685293e-01,6.313889525237000866e-01,3.894365719618518851e-01,5.467127837782326250e-01,1.677724503057395067e-01,2.466745544105863885e-02,5.953676386429610501e-01,2.171916717026933785e-01,6.042150765528570000e-01,3.928318395756756898e-01,8.659422771386395823e-01,6.116265386988783970e-02,7.044204318180935509e-01,7.678945383007161896e-01,1.268981581711158269e-01,8.338208153620372265e-01,7.980179433439619219e-01,2.168709204974494931e-01,4.794464109006340014e-01,7.952324063310770574e-01,2.233671948692916853e-01,8.093707213828584823e-01,9.068957152590263471e-01,6.430173945237760424e-02,8.339925006754287384e-01,6.619744774103797358e-02,1.118397516746727494e-01,4.476320096039622110e-01,9.522660108242079202e-01,3.477001384019891006e-01,3.613337762162531774e-01,8.488381432228353507e-01,3.079858533514120422e-01,4.139125392557186922e-01,8.393329835545711992e-01,9.805226494210327326e-01,1.537112792998460709e-01
9.430846516249773437e-01,2.402507347724947007e-01,2.680067907927603521e-01,7.961686904880658222e-01,1.765018093012349354e-01,9.076297810668776389e-02,8.562623532517006364e-01,3.571685074556685269e-01,5.926112576711176638e-01,5.975294844651416470e-01,4.874912546500931310e-01,8.682791805786366224e-01,1.954453265230793324e-02,9.624875136643056273e-01,4.264784857290692122e-01,8.743891971340874703e-01,5.149822257129333947e-01,4.991345974769150207e-01,5.799007822928449185e-01,8.170571803829437263e-01,4.266898769871041441e-01,8.478657589286061613e-01,1.035204280199460980e-01,2.420887201500698804e-01,3.225162088182875753e-02,8.911352081909884593e-02,8.702376425129482174e-01,3.448840731828829442e-01,1.633182865062816624e-01,9.724454037291924147e-01,4.325130260836030915e-01,3.457556518780275923e-01,3.235948323792178227e-01,9.085126343473244326e-01,7.949793249622294500e-02,3.957696997052531085e-01,2.339400109895534152e-01,2.694725270858775446e-01,4.267415543703436676e-01,9.664836478993324986e-01,5.858464479163355554e-01,9.868217329029588258e-01,6.909329409630027286e-02,3.552059918841599107e-01,4.951011831364853233e-01,3.316673697406646859e-02,3.912818914803884995e-01,6.710263081138045926e-01,5.257377422812197221e-01,5.853426483016936910e-01,9.980832143760098862e-01,4.195715701606076431e-01,1.602831945320444262e-01,2.736149143279538176e-01,2.461679830233401978e-01,5.456314993617328302e-01,5.784717424772389816e-02,7.508289860433030594e-01,8.851227278272122412e-01,6.160944788013713591e-01,2.170333311677384858e-01,2.346824005486125575e-02,2.156532829431160314e-01,1.257674676029185701e-01
9.651416578837918037e-01,6.738913396621231122e-01,6.554626033900218252e-01,6.745971850992631413e-01,5.969222037418551174e-01,7.037234295171231890e-01,1.561797933677139261e-01,1.326838187497588750e-01,2.802727833505878063e-01,8.674867868698855622e-01,2.081701010999816859e-01,8.141007780774246472e-01,6.288160484496039260e-01,2.671728969040445545e-01,3.194558304932391124e-01,5.697401745256036598e-02,6.418679645208051898e-01,5.009156548240512041e-01,3.889916975270526489e-01,9.693942272089647316e-01,7.647955819792424670e-01,5.626768058167012088e-01,5.847331362863883442e-02,2.698854375452761634e-01,1.879889893034366599e-01,7.883134259574930969e-01,1.077980185797658974e-01,4.805904836216745579e-01,5.303421012778386512e-02,3.770838617175716889e-01,8.751022927768454807e-01,6.381091944954991879e-01,8.961629818671048575e-01,1.998513066300097174e-01,6.369429600789041634e-01,3.853599015982345222e-02,9.367931379688724247e-01,8.637693997293937054e-01,7.924798595958526537e-02,1.970020976407984570e-01,3.277340808364015423e-01,5.252946923155173975e-01,3.704596192402646038e-01,8.183371024388619297e-02,8.124791529287966885e-01,4.653702331788045488e-01,3.193806000829371161e-01,6.732848948693764823e-01,2.472978418476811102e-01,2.887243314708368702e-01,1.306684094907512028e-01,2.893521214286975951e-02,1.478044663738700137e-01,1.898921274531877312e-01,2.310954917708014644e-01,8.099209749480973386e-03,9.921503467366011852e-01,2.458957317193831704e-01,4.576528990111620177e-01,5.052049684433207455e-01,8.378589428481714174e-01,8.893475727480092408e-01,4.722890950907496777e-01,3.968782110073092451e-01
